Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Adam Hrycaniuk,Asseco Prokom,9,73,7,14,0.5,0,1,0,7,13,0.538,0.5,8,8,1,4,20,24,4,1,0,4,14,22
Adam Lapeta,Asseco Prokom,10,140,8,23,0.348,0,0,,8,23,0.348,0.348,7,17,0.412,14,23,37,1,1,10,7,20,23
Alan Anderson,Regal FC Barcelona,10,272,39,87,0.448,15,33,0.455,24,54,0.444,0.534,21,25,0.84,5,26,31,15,6,2,16,24,114
Aleks Maric,Panathinaikos,8,61,10,18,0.556,0,0,,10,18,0.556,0.556,8,12,0.667,14,14,28,0,5,3,5,10,28
Aleksandar Capin,BC Zalgiris,5,43,6,11,0.545,1,2,0.5,5,9,0.556,0.591,4,4,1,2,7,9,6,1,0,3,4,17
Alessandro Tonolli,Lottomatica Roma,4,9,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0,0,0,0,0,0,0,0,2
Alexey Savrasenko,BC Khimki,10,121,15,22,0.682,0,0,,15,22,0.682,0.682,3,11,0.273,18,19,37,2,3,4,7,24,33
Alexey Shved,CSKA Moscow,7,86,11,20,0.55,4,9,0.444,7,11,0.636,0.65,5,6,0.833,3,7,10,8,2,1,11,9,31
Ali Traore,Lottomatica Roma,15,288,56,100,0.56,0,1,0,56,99,0.566,0.56,30,41,0.732,20,37,57,5,8,9,21,31,142
Aloysius Anagonye,KK Union Olimpija,5,32,4,9,0.444,0,0,,4,9,0.444,0.444,4,7,0.571,6,5,11,2,2,0,3,6,12
Ander Garcia,Caja Laboral,1,3,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0
Andre Riddick,Spirou Charleroi,10,167,21,35,0.6,0,0,,21,35,0.6,0.6,8,21,0.381,20,30,50,6,4,14,9,25,50
Andrea Crosariol,Lottomatica Roma,16,355,40,75,0.533,0,1,0,40,74,0.541,0.533,19,30,0.633,26,54,80,14,13,15,31,43,99
Andrea Iannilli,Lottomatica Roma,2,15,0,3,0,0,0,,0,3,0,0,1,2,0.5,1,4,5,0,0,0,4,4,1
Andrea Michelori,Montepaschi Siena,16,109,10,20,0.5,0,0,,10,20,0.5,0.5,13,20,0.65,14,10,24,1,2,0,8,21,33
Andreas Glyniadakis,Olympiacos,3,19,2,8,0.25,0,0,,2,8,0.25,0.25,4,6,0.667,1,1,2,0,0,0,1,3,8
Andrew Wisniewski,Efes Pilsen,15,326,25,59,0.424,8,24,0.333,17,35,0.486,0.492,10,12,0.833,4,14,18,29,8,1,14,45,68
Andrey Vorontsevich,CSKA Moscow,10,239,38,68,0.559,20,35,0.571,18,33,0.545,0.706,9,13,0.692,13,30,43,11,6,3,18,21,105
Angel Aparicio,Regal FC Barcelona,3,5,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,1,0,0,1,0,0
Angel Garcia,Unicaja Malaga,1,3,0,2,0,0,2,0,0,0,,0,0,0,,0,0,0,0,0,0,1,0,0
Angelo Gigli,Lottomatica Roma,2,37,2,5,0.4,0,1,0,2,4,0.5,0.4,0,0,,1,0,1,0,0,0,2,5,4
Ante Tomic,Real Madrid,23,485,96,191,0.503,0,0,,96,191,0.503,0.503,36,54,0.667,46,77,123,25,14,13,38,64,228
Anton Gavel,Brose Baskets,10,308,33,76,0.434,11,33,0.333,22,43,0.512,0.507,6,7,0.857,5,16,21,19,6,0,8,24,83
Antonis Fotsis,Panathinaikos,22,532,62,117,0.53,27,71,0.38,35,46,0.761,0.645,33,51,0.647,32,81,113,18,18,15,15,46,184
Antywane Robinson,Cholet Basket,10,255,45,113,0.398,8,27,0.296,37,86,0.43,0.434,9,12,0.75,27,31,58,3,5,7,12,20,107
Arturas Jomantas,Lietuvos rytas,12,202,10,31,0.323,3,14,0.214,7,17,0.412,0.371,6,8,0.75,4,22,26,12,5,1,11,22,29
Arturas Milaknis,BC Zalgiris,15,233,21,57,0.368,12,39,0.308,9,18,0.5,0.474,4,5,0.8,3,12,15,6,10,0,16,23,58
Arvydas Siksnius,Lietuvos rytas,6,23,1,3,0.333,0,2,0,1,1,1,0.333,2,2,1,0,2,2,2,2,0,0,6,4
Augusto Lima,Unicaja Malaga,7,68,10,19,0.526,0,0,,10,19,0.526,0.526,0,1,0,7,15,22,1,3,4,3,14,20
Benjamin Eze,BC Khimki,10,222,35,69,0.507,0,0,,35,69,0.507,0.507,11,20,0.55,12,31,43,2,5,14,15,25,81
Berni Rodriguez,Unicaja Malaga,16,382,40,97,0.412,25,54,0.463,15,43,0.349,0.541,13,16,0.813,4,18,22,58,10,1,21,36,118
Billy Baptist,Unicaja Malaga,2,11,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,1,1,0,0,0,1,1,2
Bo McCalebb,Montepaschi Siena,15,314,61,111,0.55,7,16,0.438,54,95,0.568,0.581,44,50,0.88,16,14,30,32,27,0,19,25,173
Boban Marjanovic,CSKA Moscow,8,93,11,24,0.458,0,0,,11,24,0.458,0.458,12,13,0.923,12,16,28,3,5,5,7,17,34
Boban Marjanovic,BC Zalgiris,6,75,11,17,0.647,0,0,,11,17,0.647,0.647,9,14,0.643,6,15,21,2,1,3,11,9,31
Bobby Brown,Asseco Prokom,6,156,22,66,0.333,6,24,0.25,16,42,0.381,0.379,14,16,0.875,0,6,6,11,5,1,20,7,64
Bojan Bogdanovic,Cibona Zagreb,10,355,62,151,0.411,17,55,0.309,45,96,0.469,0.467,39,51,0.765,15,20,35,18,17,2,33,21,180
Boniface N'Dong,Regal FC Barcelona,20,240,50,74,0.676,0,0,,50,74,0.676,0.676,36,52,0.692,22,30,52,1,4,8,15,41,136
Bootsy Thornton,Efes Pilsen,16,454,48,102,0.471,16,42,0.381,32,60,0.533,0.549,26,29,0.897,25,64,89,18,16,2,18,41,138
Bostjan Nachbar,Efes Pilsen,15,290,38,91,0.418,11,29,0.379,27,62,0.435,0.478,37,45,0.822,11,31,42,5,6,4,24,41,124
Brad Newley,Lietuvos rytas,15,377,42,101,0.416,11,33,0.333,31,68,0.456,0.47,17,24,0.708,20,41,61,21,9,10,17,33,112
Brad Oleson,Caja Laboral,20,420,46,113,0.407,17,52,0.327,29,61,0.475,0.482,16,20,0.8,10,33,43,21,12,4,20,50,125
Branislav Djekic,Partizan,9,84,7,17,0.412,3,8,0.375,4,9,0.444,0.5,3,4,0.75,2,12,14,1,2,0,5,12,20
Brent Wright,Spirou Charleroi,10,258,37,91,0.407,2,10,0.2,35,81,0.432,0.418,24,34,0.706,16,38,54,15,7,0,32,27,100
Brian Greene,Spirou Charleroi,10,197,30,77,0.39,13,35,0.371,17,42,0.405,0.474,14,16,0.875,6,24,30,15,10,2,10,21,87
Brian Roberts,Brose Baskets,10,237,39,95,0.411,12,40,0.3,27,55,0.491,0.474,38,41,0.927,3,20,23,23,9,0,16,20,128
Can Maxim Mutaf,Fenerbahçe,3,28,1,6,0.167,0,4,0,1,2,0.5,0.167,2,2,1,1,2,3,1,1,0,3,5,4
Carlos De Cobos,Unicaja Malaga,2,12,0,2,0,0,1,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,1,0
Carlos Jimenez,Unicaja Malaga,11,238,21,52,0.404,14,35,0.4,7,17,0.412,0.538,12,15,0.8,10,37,47,6,9,2,10,33,68
Carlos Suarez,Real Madrid,23,541,44,121,0.364,25,76,0.329,19,45,0.422,0.467,36,45,0.8,24,74,98,39,12,2,21,39,149
Casey Jacobsen,Brose Baskets,10,317,28,70,0.4,20,47,0.426,8,23,0.348,0.543,15,22,0.682,4,37,41,25,6,1,17,14,91
Cemal Nalga,Lietuvos rytas,14,204,33,47,0.702,0,0,,33,47,0.702,0.702,13,26,0.5,20,25,45,6,6,9,12,33,79
Cenk Akyol,Efes Pilsen,4,13,2,4,0.5,0,2,0,2,2,1,0.5,0,1,0,0,0,0,2,0,0,0,3,4
Charles Smith,Lottomatica Roma,13,315,30,97,0.309,18,65,0.277,12,32,0.375,0.402,5,10,0.5,5,18,23,19,24,6,17,30,83
Chris Hill,Spirou Charleroi,9,185,29,80,0.363,9,39,0.231,20,41,0.488,0.419,14,20,0.7,10,20,30,10,10,0,16,21,81
Christophe Beghin,Spirou Charleroi,4,38,2,9,0.222,0,0,,2,9,0.222,0.222,1,2,0.5,1,4,5,1,2,0,2,6,5
Christophe Leonard,Cholet Basket,8,113,15,25,0.6,2,3,0.667,13,22,0.591,0.64,4,4,1,9,12,21,3,2,1,7,14,36
Chuck Eidson,Maccabi Tel Aviv,22,645,76,175,0.434,19,56,0.339,57,119,0.479,0.489,43,61,0.705,28,67,95,78,57,3,33,40,214
Claude Marquis,Cholet Basket,10,163,27,55,0.491,0,1,0,27,54,0.5,0.491,11,21,0.524,21,15,36,2,4,2,16,28,65
Clay Tucker,Real Madrid,23,538,76,211,0.36,25,86,0.291,51,125,0.408,0.419,22,29,0.759,6,46,52,39,12,5,29,49,199
Courtney Eldridge,Asseco Prokom,4,54,2,11,0.182,1,3,0.333,1,8,0.125,0.227,3,6,0.5,0,1,1,5,0,0,6,8,8
Curtis Jerrells,Partizan,10,263,31,97,0.32,5,38,0.132,26,59,0.441,0.345,30,36,0.833,4,28,32,38,13,1,20,13,97
Dainius Salenga,BC Zalgiris,10,202,16,47,0.34,4,15,0.267,12,32,0.375,0.383,12,14,0.857,6,10,16,11,6,1,2,18,48
Damir Markota,KK Union Olimpija,15,395,46,114,0.404,14,51,0.275,32,63,0.508,0.465,21,29,0.724,23,44,67,29,11,2,28,26,127
Daniel Ewing,Asseco Prokom,10,305,48,117,0.41,10,35,0.286,38,82,0.463,0.453,22,23,0.957,2,23,25,34,14,1,25,16,128
Daniel Santiago,Spirou Charleroi,9,119,20,42,0.476,0,0,,20,42,0.476,0.476,11,18,0.611,7,23,30,3,5,3,8,24,51
Darius Washington,Lottomatica Roma,16,424,77,152,0.507,9,30,0.3,68,122,0.557,0.536,45,53,0.849,13,35,48,31,17,0,34,44,208
Darjus Lavrinovic,Fenerbahçe,16,347,43,101,0.426,7,31,0.226,36,70,0.514,0.46,35,45,0.778,19,52,71,20,12,15,22,48,128
David Bluthenthal,Maccabi Tel Aviv,22,506,73,163,0.448,41,96,0.427,32,67,0.478,0.574,8,11,0.727,19,50,69,13,17,2,22,51,195
David Hawkins,Armani Jeans Milano,10,292,44,104,0.423,12,42,0.286,32,62,0.516,0.481,30,34,0.882,4,26,30,30,18,1,14,31,130
David Logan,Caja Laboral,19,435,66,159,0.415,33,83,0.398,33,76,0.434,0.519,25,34,0.735,5,26,31,46,15,1,28,24,190
David Moss,Montepaschi Siena,22,471,62,130,0.477,14,31,0.452,48,99,0.485,0.531,29,36,0.806,17,35,52,40,30,8,36,66,167
David Navarro,Valencia Basket,7,31,3,3,1,1,1,1,2,2,1,1.167,2,2,1,2,3,5,1,1,0,4,4,9
Dejan Musli,Caja Laboral,2,2,0,1,0,0,0,,0,1,0,0,1,2,0.5,2,0,2,0,0,0,1,5,1
DeJuan Collins,BC Zalgiris,16,326,29,70,0.414,8,24,0.333,21,46,0.457,0.471,41,49,0.837,8,24,32,35,21,1,40,30,107
DeMarcus Nelson,Cholet Basket,10,256,33,78,0.423,5,16,0.313,28,62,0.452,0.455,21,33,0.636,10,23,33,15,5,3,28,32,92
Demond Mallet,Spirou Charleroi,10,314,44,95,0.463,21,56,0.375,23,39,0.59,0.574,23,24,0.958,4,23,27,33,11,0,21,26,132
Derrick Sharp,Maccabi Tel Aviv,13,21,3,7,0.429,1,3,0.333,2,4,0.5,0.5,2,3,0.667,1,2,3,0,0,0,2,3,9
Dimitri Sokolov,CSKA Moscow,10,222,31,44,0.705,0,1,0,31,43,0.721,0.705,23,40,0.575,18,36,54,5,3,7,14,33,85
Dimitrios Katsivelis,Olympiacos,2,18,2,3,0.667,1,2,0.5,1,1,1,0.833,2,2,1,0,2,2,3,0,0,2,3,7
Dimitris Diamantidis,Panathinaikos,22,671,72,166,0.434,37,100,0.37,35,66,0.53,0.545,95,109,0.872,18,67,85,131,36,3,67,57,276
Dino Muric,KK Union Olimpija,6,34,3,4,0.75,0,0,,3,4,0.75,0.75,0,0,,1,3,4,1,1,0,2,5,6
D.J. Strawberry,Lietuvos rytas,5,86,12,30,0.4,5,12,0.417,7,18,0.389,0.483,4,6,0.667,0,6,6,14,2,1,12,8,33
D'or Fischer,Real Madrid,23,426,58,102,0.569,0,0,,58,102,0.569,0.569,27,31,0.871,63,72,135,10,12,33,20,59,143
Doron Perkins,Maccabi Tel Aviv,19,557,61,152,0.401,17,67,0.254,44,85,0.518,0.457,42,65,0.646,22,81,103,69,32,10,33,55,181
Dragan Milosavljevic,Partizan,16,304,24,63,0.381,6,27,0.222,18,36,0.5,0.429,13,20,0.65,10,21,31,13,10,2,28,42,67
Drago Pasalic,Cibona Zagreb,7,166,25,57,0.439,4,17,0.235,21,40,0.525,0.474,10,12,0.833,10,23,33,3,0,0,14,22,64
Drew Nicholas,Panathinaikos,20,460,75,176,0.426,34,82,0.415,41,94,0.436,0.523,12,20,0.6,2,21,23,34,8,1,19,38,196
Dusan Kecman,Partizan,16,408,42,108,0.389,10,52,0.192,32,56,0.571,0.435,29,35,0.829,28,35,63,29,10,1,29,53,123
Dusko Savanovic,Valencia Basket,21,533,91,202,0.45,27,74,0.365,64,128,0.5,0.517,40,47,0.851,28,68,96,22,16,8,31,34,249
Dwayne Broyles,Spirou Charleroi,10,182,16,44,0.364,4,16,0.25,12,28,0.429,0.409,14,19,0.737,7,13,20,13,10,0,12,17,50
Elishay Kadir,Maccabi Tel Aviv,1,4,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,1,0,0
Emir Preldzic,Fenerbahçe,16,261,42,85,0.494,14,32,0.438,28,53,0.528,0.576,19,28,0.679,6,33,39,36,4,4,20,27,117
Ender Arslan,Efes Pilsen,8,71,5,19,0.263,1,11,0.091,4,8,0.5,0.289,9,12,0.75,3,2,5,8,2,0,2,9,20
Erazem Lorbek,Regal FC Barcelona,20,424,65,127,0.512,13,35,0.371,52,92,0.565,0.563,26,36,0.722,24,49,73,18,17,6,13,26,169
Erbil Eroglu,Fenerbahçe,2,12,0,1,0,0,0,,0,1,0,0,0,2,0,0,2,2,2,1,0,2,2,0
Erwin Dudley,Efes Pilsen,3,34,4,13,0.308,0,0,,4,13,0.308,0.308,4,4,1,3,4,7,1,1,0,3,6,12
Esteban Batista,Caja Laboral,10,197,32,60,0.533,0,1,0,32,59,0.542,0.533,20,28,0.714,26,37,63,14,5,3,24,31,84
Fabien Causeur,Cholet Basket,4,117,11,29,0.379,4,15,0.267,7,14,0.5,0.448,9,14,0.643,4,10,14,9,4,0,8,12,35
Fedor Dmitriev,BC Khimki,5,19,3,7,0.429,2,4,0.5,1,3,0.333,0.571,2,4,0.5,1,2,3,0,0,0,0,1,10
Felipe Reyes,Real Madrid,21,401,62,147,0.422,2,10,0.2,60,137,0.438,0.429,57,68,0.838,53,63,116,19,9,5,33,61,183
Fernando San Emeterio,Caja Laboral,20,676,95,167,0.569,30,60,0.5,65,107,0.607,0.659,54,70,0.771,24,85,109,47,16,1,30,35,274
Filip Videnov,Asseco Prokom,10,206,30,68,0.441,14,34,0.412,16,34,0.471,0.544,4,8,0.5,7,18,25,12,9,0,11,23,78
Florent Pietrus,Valencia Basket,20,282,19,36,0.528,0,6,0,19,30,0.633,0.528,24,29,0.828,24,27,51,4,10,5,10,35,62
Fotios Zoumpos,Panathinaikos,2,6,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,0,0,0,0,0,2
Fran Vazquez,Regal FC Barcelona,20,344,66,101,0.653,0,0,,66,101,0.653,0.653,30,40,0.75,24,63,87,11,5,19,17,48,162
Gasper Vidmar,Fenerbahçe,4,80,11,19,0.579,0,0,,11,19,0.579,0.579,12,21,0.571,9,10,19,0,6,4,8,15,34
Gerald Fitch,Unicaja Malaga,3,74,10,28,0.357,2,14,0.143,8,14,0.571,0.393,4,5,0.8,3,9,12,6,4,0,7,3,26
Giorgi Shermadini,KK Union Olimpija,16,250,40,60,0.667,0,4,0,40,56,0.714,0.667,39,46,0.848,25,30,55,8,5,17,22,40,119
Giorgos Bogris,Panathinaikos,2,6,0,5,0,0,0,,0,5,0,0,0,0,,0,1,1,1,0,1,0,2,0
Giorgos Printezis,Unicaja Malaga,14,218,32,83,0.386,4,22,0.182,28,61,0.459,0.41,11,16,0.688,12,26,38,4,3,2,15,18,79
Goran Jagodnik,KK Union Olimpija,16,328,53,119,0.445,23,59,0.39,30,60,0.5,0.542,38,42,0.905,9,39,48,12,9,0,20,49,167
Goran Vrbanc,Cibona Zagreb,10,197,20,45,0.444,9,27,0.333,11,18,0.611,0.544,5,5,1,0,11,11,8,4,0,12,16,54
Guillem Rubio,Unicaja Malaga,13,185,15,38,0.395,4,17,0.235,11,21,0.524,0.447,20,28,0.714,13,22,35,7,1,0,10,28,54
Gustavo Barrera,Unicaja Malaga,6,83,4,16,0.25,0,4,0,4,12,0.333,0.25,6,7,0.857,2,1,3,15,2,0,10,9,14
Guy Pnini,Maccabi Tel Aviv,22,436,52,107,0.486,33,72,0.458,19,35,0.543,0.64,21,27,0.778,11,26,37,24,8,1,8,49,158
Herve Toure,Lottomatica Roma,2,20,3,5,0.6,1,1,1,2,4,0.5,0.7,0,0,,1,3,4,0,0,3,1,1,7
Ian Vouyoukas,Panathinaikos,22,178,33,60,0.55,0,0,,33,60,0.55,0.55,24,37,0.649,11,14,25,5,5,9,16,30,90
Ibrahim Jaaber,Armani Jeans Milano,10,246,42,85,0.494,12,34,0.353,30,51,0.588,0.565,12,16,0.75,10,7,17,24,7,3,8,30,108
Igor Milosevic,Lietuvos rytas,6,81,9,21,0.429,0,5,0,9,16,0.563,0.429,9,12,0.75,1,9,10,13,3,0,7,22,27
Igor Rakocevic,Efes Pilsen,14,419,75,164,0.457,27,62,0.435,48,102,0.471,0.54,64,73,0.877,5,28,33,24,10,0,36,20,241
Ioann Iarochevitch,Spirou Charleroi,3,10,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,1,0,0,1,4,0
Ioannis Karamalegkos,Panathinaikos,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Ivan Garcia,Regal FC Barcelona,1,3,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,2
Jacopo Giachetti,Lottomatica Roma,6,111,9,22,0.409,3,8,0.375,6,14,0.429,0.477,13,14,0.929,1,5,6,10,2,0,9,14,34
Jaka Klobucar,Partizan,16,170,15,48,0.313,6,31,0.194,9,17,0.529,0.375,10,16,0.625,1,12,13,11,7,0,16,23,46
Jaka Lakovic,Regal FC Barcelona,19,295,40,94,0.426,23,63,0.365,17,31,0.548,0.548,18,28,0.643,0,9,9,36,4,1,25,23,121
James Augustine,Valencia Basket,8,118,12,24,0.5,0,1,0,12,23,0.522,0.5,3,6,0.5,8,17,25,4,2,1,7,8,27
James Gist,Partizan,14,419,53,138,0.384,21,45,0.467,32,93,0.344,0.46,32,47,0.681,23,74,97,23,14,14,41,36,159
Jamon Gordon,Olympiacos,19,371,32,75,0.427,4,13,0.308,28,62,0.452,0.453,18,27,0.667,13,37,50,28,30,3,12,36,86
Jamont Gordon,CSKA Moscow,10,268,49,102,0.48,7,33,0.212,42,69,0.609,0.515,26,38,0.684,11,37,48,37,9,6,31,19,131
Jan Jagla,Asseco Prokom,10,208,21,56,0.375,10,29,0.345,11,27,0.407,0.464,4,6,0.667,22,32,54,4,5,4,18,21,56
Jan Span,KK Union Olimpija,3,29,1,5,0.2,1,3,0.333,0,2,0,0.3,2,2,1,0,1,1,4,1,0,2,5,5
Jan Vesely,Partizan,15,405,59,110,0.536,10,28,0.357,49,82,0.598,0.582,24,54,0.444,27,27,54,16,19,13,24,45,152
Jeleel Akindele,Montepaschi Siena,6,48,5,12,0.417,0,0,,5,12,0.417,0.417,10,14,0.714,5,9,14,0,0,3,5,8,20
Jeremy Pargo,Maccabi Tel Aviv,22,660,105,227,0.463,29,80,0.363,76,147,0.517,0.526,46,68,0.676,17,61,78,94,23,0,48,65,285
Jeremy Richardson,Valencia Basket,13,254,33,76,0.434,12,32,0.375,21,44,0.477,0.513,6,8,0.75,3,28,31,2,3,2,14,19,84
Joe Ingles,Regal FC Barcelona,15,236,30,65,0.462,7,30,0.233,23,35,0.657,0.515,8,11,0.727,4,13,17,18,12,1,13,20,75
Joel Freeland,Unicaja Malaga,15,383,82,136,0.603,3,11,0.273,79,125,0.632,0.614,41,52,0.788,27,68,95,19,10,9,16,39,208
John Goldsberry,Brose Baskets,9,249,13,38,0.342,10,29,0.345,3,9,0.333,0.474,4,6,0.667,2,19,21,28,17,0,10,28,40
Jonas Maciulis,Armani Jeans Milano,6,139,25,53,0.472,7,12,0.583,18,41,0.439,0.538,8,13,0.615,6,16,22,9,9,2,7,16,65
Jonas Valanciunas,Lietuvos rytas,15,231,46,65,0.708,0,0,,46,65,0.708,0.708,23,26,0.885,27,60,87,3,3,10,21,46,115
Jorge Garbajosa,Real Madrid,11,178,19,45,0.422,10,29,0.345,9,16,0.563,0.533,11,14,0.786,8,22,30,3,7,5,4,12,59
Jose Simeon,Valencia Basket,7,53,3,15,0.2,1,2,0.5,2,13,0.154,0.233,2,4,0.5,3,4,7,5,2,0,3,6,9
Joseph Gomis,Spirou Charleroi,10,303,41,103,0.398,11,37,0.297,30,66,0.455,0.451,11,13,0.846,4,19,23,20,8,0,19,18,104
Josh Fisher,Real Madrid,2,4,0,2,0,0,1,0,0,1,0,0,0,0,,0,1,1,0,0,0,0,0,0
Josh Heytvelt,Lottomatica Roma,10,154,21,46,0.457,6,18,0.333,15,28,0.536,0.522,5,7,0.714,12,17,29,1,7,6,7,20,53
JR Giddens,Asseco Prokom,10,244,34,71,0.479,9,19,0.474,25,52,0.481,0.542,13,17,0.765,10,42,52,8,5,1,11,26,90
JR Holden,CSKA Moscow,10,297,24,91,0.264,13,44,0.295,11,47,0.234,0.335,3,6,0.5,1,18,19,34,5,0,18,16,64
Juan Carlos Navarro,Regal FC Barcelona,15,398,66,138,0.478,33,83,0.398,33,55,0.6,0.598,46,53,0.868,3,19,22,42,5,0,33,27,211
Jure Lalic,Cibona Zagreb,2,40,9,13,0.692,0,0,,9,13,0.692,0.692,3,6,0.5,6,3,9,2,1,0,0,9,21
Justin Hamilton,Spirou Charleroi,10,228,14,36,0.389,2,13,0.154,12,23,0.522,0.417,1,2,0.5,2,21,23,19,9,0,7,16,31
Karlo Vragovic,Cibona Zagreb,10,96,4,10,0.4,0,2,0,4,8,0.5,0.4,7,8,0.875,4,5,9,8,2,0,9,12,15
Karsten Tadda,Brose Baskets,10,93,3,14,0.214,2,10,0.2,1,4,0.25,0.286,0,0,,1,5,6,3,2,0,4,10,8
Kaya Peker,Fenerbahçe,14,221,29,45,0.644,0,1,0,29,44,0.659,0.644,5,11,0.455,9,38,47,19,14,5,13,37,63
Keith Langford,BC Khimki,10,346,63,131,0.481,13,37,0.351,50,94,0.532,0.531,48,67,0.716,7,34,41,25,8,3,23,25,187
Kenan Bajramovic,Lietuvos rytas,14,367,57,144,0.396,10,43,0.233,47,101,0.465,0.431,36,47,0.766,17,56,73,20,9,3,20,35,160
Kenny Gregory,KK Union Olimpija,16,554,101,204,0.495,4,18,0.222,97,186,0.522,0.505,18,35,0.514,32,65,97,26,10,5,27,37,224
Kerem Gonlum,Efes Pilsen,15,380,55,94,0.585,2,10,0.2,53,84,0.631,0.596,29,37,0.784,27,59,86,15,7,3,21,27,141
Kerem Tunceri,Efes Pilsen,16,358,46,105,0.438,23,56,0.411,23,49,0.469,0.548,30,32,0.938,9,19,28,56,16,1,38,20,145
Kevinn Pinkney,KK Union Olimpija,15,299,54,106,0.509,14,33,0.424,40,73,0.548,0.575,38,45,0.844,18,35,53,15,14,6,21,45,160
Khalid El Amin,Lietuvos rytas,15,392,65,136,0.478,21,61,0.344,44,75,0.587,0.555,31,33,0.939,8,20,28,49,22,1,27,42,182
Klemen Lorbek,KK Union Olimpija,3,4,0,1,0,0,0,,0,1,0,0,1,2,0.5,0,0,0,0,0,0,0,2,1
Kosta Perovic,Regal FC Barcelona,17,211,36,59,0.61,0,0,,36,59,0.61,0.61,25,36,0.694,20,31,51,5,6,9,9,38,97
Kostas Kaimakoglou,Panathinaikos,18,185,13,35,0.371,6,17,0.353,7,18,0.389,0.457,25,28,0.893,13,30,43,10,10,2,10,16,57
Kostas Papanikolaou,Olympiacos,16,219,21,47,0.447,10,23,0.435,11,24,0.458,0.553,11,17,0.647,18,32,50,4,9,1,8,33,63
Kostas Tsartsaris,Panathinaikos,22,343,42,75,0.56,5,17,0.294,37,58,0.638,0.593,33,43,0.767,23,44,67,14,14,4,24,70,122
